Freq.	V(isensa)
8.76824202304735e+005	7.07973308284744e-005,-1.82057653513156e-004
8.82922996934808e+005	6.65752210722546e-005,-1.76866026852885e-004
8.89064212036216e+005	6.25431983930011e-005,-1.71793649602004e-004
8.95248142666672e+005	5.86940203084239e-005,-1.66838960575552e-004
9.01475085936174e+005	5.50206842273652e-005,-1.62000359264172e-004
9.07745341021288e+005	5.15164207026943e-005,-1.57276210183744e-004
9.14059209179515e+005	4.81746868271086e-005,-1.52664847004789e-004
9.20416993763768e+005	4.49891597653594e-005,-1.48164576447652e-004
9.26819000236947e+005	4.19537304262523e-005,-1.43773681970243e-004
9.33265536186613e+005	3.90624972726201e-005,-1.39490427250064e-004
9.39756911339770e+005	3.63097602684881e-005,-1.35313059466955e-004
9.46293437577741e+005	3.36900149624671e-005,-1.31239812400710e-004
9.52875428951158e+005	3.11979467068403e-005,-1.27268909349547e-004
9.59503201695045e+005	2.88284250105151e-005,-1.23398565871345e-004
9.66177074244017e+005	2.65764980248558e-005,-1.19626992366446e-004
9.72897367247575e+005	2.44373871614180e-005,-1.15952396499041e-004
9.79664403585516e+005	2.24064818393460e-005,-1.12372985469394e-004
9.86478508383440e+005	2.04793343614238e-005,-1.08886968143905e-004
9.93340009028379e+005	1.86516549169148e-005,-1.05492557044113e-004
1.00000000000000e+006	1.69799826469001e-005,-1.02305242059933e-004
